t,cpu_pct,mem_pct,accel_raw
247.88,3.389830508474576,14.551895450429505,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
249.03,2.5210084033613445,14.480360245711069,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
250.18,20.17543859649123,14.519639754288931,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
251.33,1.694915254237288,14.549643914735322,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
252.49,2.5210084033613445,14.554000146839284,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
253.64,4.166666666666667,14.544847164778151,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
254.79,2.5641025641025643,14.523212843542742,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
255.94,2.542372881355932,14.521671031056508,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
257.1,4.237288135593221,14.518391620371503,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
258.25,15.517241379310345,14.568243557426397,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
259.4,17.94871794871795,14.608697780279485,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
260.56,3.389830508474576,14.53723599520325,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
261.71,5.785123966942149,14.531117691686449,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
262.86,12.820512820512821,14.51719243288221,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
264.02,14.40677966101695,14.588017914392697,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
265.17,4.201680672268908,14.553314896845404,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
266.32,3.361344537815126,14.54871393260077,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
267.48,4.237288135593221,14.554709870047233,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
268.63,1.694915254237288,14.5577934950197,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
269.78,4.132231404958677,14.49007611169575,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
270.94,4.201680672268908,14.473997210053597,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
272.09,11.016949152542374,14.474388781478671,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
273.24,7.6923076923076925,14.543941655857664,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
274.39,0.0,14.551381512934094,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
275.54,2.5,14.559090575365262,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
276.7,2.5210084033613445,14.560632387851497,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
277.85,5.882352941176471,14.506668950833314,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
279.0,2.5210084033613445,14.492009495607059,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
280.15,5.128205128205129,14.492009495607059,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
281.31,4.201680672268908,14.492009495607059,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
282.46,4.201680672268908,14.475025085044418,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
283.61,16.949152542372882,14.335209613078485,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
284.76,7.6923076923076925,7.868064902963706,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
285.92,11.666666666666666,8.053229240596167,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
287.07,3.361344537815126,8.135312400577568,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
288.22,1.680672268907563,8.147157436186093,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
289.37,4.958677685950414,8.139766525537798,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
290.53,6.837606837606837,8.189398203666087,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
291.68,7.826086956521739,8.139007855901715,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
292.83,7.894736842105263,8.149408971880277,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
293.98,12.396694214876034,8.140965713027091,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
295.14,7.758620689655173,8.150338954014831,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
296.29,12.5,8.164998409241086,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
297.44,2.608695652173913,8.178752355546854,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
298.59,7.758620689655173,8.169966471696728,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
299.75,13.675213675213675,8.166319962800715,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
